,Date,AQI,Sample_Duration,Pollutant_Type
2809,2013-10-04,19,24-HR BLK AVG,88101
2810,2013-10-04,19,24-HR BLK AVG,88101
2811,2013-10-05,36,24-HR BLK AVG,88101
2812,2013-10-05,36,24-HR BLK AVG,88101
2813,2013-10-05,36,24-HR BLK AVG,88101
2814,2013-10-05,36,24-HR BLK AVG,88101
2815,2013-10-05,36,24-HR BLK AVG,88101
2816,2013-10-05,36,24-HR BLK AVG,88101
2817,2013-10-06,30,24-HR BLK AVG,88101
2818,2013-10-06,30,24-HR BLK AVG,88101
2819,2013-10-06,30,24-HR BLK AVG,88101
2820,2013-10-06,30,24-HR BLK AVG,88101
2821,2013-10-06,30,24-HR BLK AVG,88101
2822,2013-10-06,30,24-HR BLK AVG,88101
2823,2013-10-07,34,24-HR BLK AVG,88101
2824,2013-10-07,34,24-HR BLK AVG,88101
2825,2013-10-07,34,24-HR BLK AVG,88101
2826,2013-10-07,34,24-HR BLK AVG,88101
2827,2013-10-07,34,24-HR BLK AVG,88101
2828,2013-10-07,34,24-HR BLK AVG,88101
2829,2013-10-08,36,24-HR BLK AVG,88101
2830,2013-10-08,36,24-HR BLK AVG,88101
2831,2013-10-08,36,24-HR BLK AVG,88101
2832,2013-10-08,36,24-HR BLK AVG,88101
2833,2013-10-08,36,24-HR BLK AVG,88101
2834,2013-10-08,36,24-HR BLK AVG,88101
2835,2013-10-09,33,24-HR BLK AVG,88101
2836,2013-10-09,33,24-HR BLK AVG,88101
2837,2013-10-09,33,24-HR BLK AVG,88101
2838,2013-10-09,33,24-HR BLK AVG,88101
2839,2013-10-09,33,24-HR BLK AVG,88101
2840,2013-10-09,33,24-HR BLK AVG,88101
2841,2013-10-10,35,24-HR BLK AVG,88101
2842,2013-10-10,35,24-HR BLK AVG,88101
2843,2013-10-10,35,24-HR BLK AVG,88101
2844,2013-10-10,35,24-HR BLK AVG,88101
2845,2013-10-10,35,24-HR BLK AVG,88101
2846,2013-10-10,35,24-HR BLK AVG,88101
2847,2013-10-11,34,24-HR BLK AVG,88101
2848,2013-10-11,34,24-HR BLK AVG,88101
2849,2013-10-11,34,24-HR BLK AVG,88101
2850,2013-10-11,34,24-HR BLK AVG,88101
2851,2013-10-11,34,24-HR BLK AVG,88101
2852,2013-10-11,34,24-HR BLK AVG,88101
2853,2013-10-12,19,24-HR BLK AVG,88101
2854,2013-10-12,19,24-HR BLK AVG,88101
2855,2013-10-12,19,24-HR BLK AVG,88101
2856,2013-10-12,19,24-HR BLK AVG,88101
2857,2013-10-12,19,24-HR BLK AVG,88101
2858,2013-10-12,19,24-HR BLK AVG,88101
2859,2013-10-13,27,24-HR BLK AVG,88101
2860,2013-10-13,27,24-HR BLK AVG,88101
2861,2013-10-13,27,24-HR BLK AVG,88101
2862,2013-10-13,27,24-HR BLK AVG,88101
2863,2013-10-13,27,24-HR BLK AVG,88101
2864,2013-10-13,27,24-HR BLK AVG,88101
2865,2013-10-14,21,24-HR BLK AVG,88101
2866,2013-10-14,21,24-HR BLK AVG,88101
2867,2013-10-14,21,24-HR BLK AVG,88101
2868,2013-10-14,21,24-HR BLK AVG,88101
2869,2013-10-14,21,24-HR BLK AVG,88101
2870,2013-10-14,21,24-HR BLK AVG,88101
2871,2013-10-15,39,24-HR BLK AVG,88101
2872,2013-10-15,39,24-HR BLK AVG,88101
2873,2013-10-15,39,24-HR BLK AVG,88101
2874,2013-10-15,39,24-HR BLK AVG,88101
2875,2013-10-15,39,24-HR BLK AVG,88101
2876,2013-10-15,39,24-HR BLK AVG,88101
2877,2013-10-16,25,24-HR BLK AVG,88101
2878,2013-10-16,25,24-HR BLK AVG,88101
2879,2013-10-16,25,24-HR BLK AVG,88101
2880,2013-10-16,25,24-HR BLK AVG,88101
2881,2013-10-16,25,24-HR BLK AVG,88101
2882,2013-10-16,25,24-HR BLK AVG,88101
2883,2013-10-17,20,24-HR BLK AVG,88101
2884,2013-10-17,20,24-HR BLK AVG,88101
2885,2013-10-17,20,24-HR BLK AVG,88101
2886,2013-10-17,20,24-HR BLK AVG,88101
2887,2013-10-17,20,24-HR BLK AVG,88101
2888,2013-10-17,20,24-HR BLK AVG,88101
2889,2013-10-18,12,24-HR BLK AVG,88101
2890,2013-10-18,12,24-HR BLK AVG,88101
2891,2013-10-18,12,24-HR BLK AVG,88101
2892,2013-10-18,12,24-HR BLK AVG,88101
2893,2013-10-18,12,24-HR BLK AVG,88101
2894,2013-10-18,12,24-HR BLK AVG,88101
2895,2013-10-19,19,24-HR BLK AVG,88101
2896,2013-10-19,19,24-HR BLK AVG,88101
2897,2013-10-19,19,24-HR BLK AVG,88101
2898,2013-10-19,19,24-HR BLK AVG,88101
2899,2013-10-19,19,24-HR BLK AVG,88101
2900,2013-10-19,19,24-HR BLK AVG,88101
2901,2013-10-20,21,24-HR BLK AVG,88101
2902,2013-10-20,21,24-HR BLK AVG,88101
2903,2013-10-20,21,24-HR BLK AVG,88101
2904,2013-10-20,21,24-HR BLK AVG,88101
2905,2013-10-20,21,24-HR BLK AVG,88101
2906,2013-10-20,21,24-HR BLK AVG,88101
2907,2013-10-21,30,24-HR BLK AVG,88101
2908,2013-10-21,30,24-HR BLK AVG,88101
2909,2013-10-21,30,24-HR BLK AVG,88101
2910,2013-10-21,30,24-HR BLK AVG,88101
2911,2013-10-21,30,24-HR BLK AVG,88101
2912,2013-10-21,30,24-HR BLK AVG,88101
2913,2013-10-22,31,24-HR BLK AVG,88101
2914,2013-10-22,31,24-HR BLK AVG,88101
2915,2013-10-22,31,24-HR BLK AVG,88101
2916,2013-10-22,31,24-HR BLK AVG,88101
2917,2013-10-22,31,24-HR BLK AVG,88101
2918,2013-10-22,31,24-HR BLK AVG,88101
2919,2013-10-23,27,24-HR BLK AVG,88101
2920,2013-10-23,27,24-HR BLK AVG,88101
2921,2013-10-23,27,24-HR BLK AVG,88101
2922,2013-10-23,27,24-HR BLK AVG,88101
2923,2013-10-23,27,24-HR BLK AVG,88101
2924,2013-10-23,27,24-HR BLK AVG,88101
2925,2013-10-24,23,24-HR BLK AVG,88101
2926,2013-10-24,23,24-HR BLK AVG,88101
2927,2013-10-24,23,24-HR BLK AVG,88101
2928,2013-10-24,23,24-HR BLK AVG,88101
2929,2013-10-24,23,24-HR BLK AVG,88101
2930,2013-10-24,23,24-HR BLK AVG,88101
2931,2013-10-25,18,24-HR BLK AVG,88101
2932,2013-10-25,18,24-HR BLK AVG,88101
2933,2013-10-25,18,24-HR BLK AVG,88101
2934,2013-10-25,18,24-HR BLK AVG,88101
2935,2013-10-25,18,24-HR BLK AVG,88101
2936,2013-10-25,18,24-HR BLK AVG,88101
2937,2013-10-26,18,24-HR BLK AVG,88101
2938,2013-10-26,18,24-HR BLK AVG,88101
2939,2013-10-26,18,24-HR BLK AVG,88101
2940,2013-10-26,18,24-HR BLK AVG,88101
2941,2013-10-26,18,24-HR BLK AVG,88101
2942,2013-10-26,18,24-HR BLK AVG,88101
2943,2013-10-27,29,24-HR BLK AVG,88101
2944,2013-10-27,29,24-HR BLK AVG,88101
2945,2013-10-27,29,24-HR BLK AVG,88101
2946,2013-10-27,29,24-HR BLK AVG,88101
2947,2013-10-27,29,24-HR BLK AVG,88101
2948,2013-10-27,29,24-HR BLK AVG,88101
2949,2013-10-28,19,24-HR BLK AVG,88101
2950,2013-10-28,19,24-HR BLK AVG,88101
2951,2013-10-28,19,24-HR BLK AVG,88101
2952,2013-10-28,19,24-HR BLK AVG,88101
2953,2013-10-28,19,24-HR BLK AVG,88101
2954,2013-10-28,19,24-HR BLK AVG,88101
2955,2013-10-29,24,24-HR BLK AVG,88101
2956,2013-10-29,24,24-HR BLK AVG,88101
2957,2013-10-29,24,24-HR BLK AVG,88101
2958,2013-10-29,24,24-HR BLK AVG,88101
2959,2013-10-29,24,24-HR BLK AVG,88101
2960,2013-10-29,24,24-HR BLK AVG,88101
2961,2013-10-30,24,24-HR BLK AVG,88101
2962,2013-10-30,24,24-HR BLK AVG,88101
2963,2013-10-30,24,24-HR BLK AVG,88101
2964,2013-10-30,24,24-HR BLK AVG,88101
2965,2013-10-30,24,24-HR BLK AVG,88101
2966,2013-10-30,24,24-HR BLK AVG,88101
2967,2013-10-31,27,24-HR BLK AVG,88101
2968,2013-10-31,27,24-HR BLK AVG,88101
2969,2013-10-31,27,24-HR BLK AVG,88101
2970,2013-10-31,27,24-HR BLK AVG,88101
2971,2013-10-31,27,24-HR BLK AVG,88101
2972,2013-10-31,27,24-HR BLK AVG,88101
2973,2013-11-01,24,24-HR BLK AVG,88101
2974,2013-11-01,24,24-HR BLK AVG,88101
2975,2013-11-01,24,24-HR BLK AVG,88101
2976,2013-11-01,24,24-HR BLK AVG,88101
2977,2013-11-01,24,24-HR BLK AVG,88101
2978,2013-11-01,24,24-HR BLK AVG,88101
2979,2013-11-02,23,24-HR BLK AVG,88101
2980,2013-11-02,23,24-HR BLK AVG,88101
2981,2013-11-02,23,24-HR BLK AVG,88101
2982,2013-11-02,23,24-HR BLK AVG,88101
2983,2013-11-02,23,24-HR BLK AVG,88101
2984,2013-11-02,23,24-HR BLK AVG,88101
2985,2013-11-03,23,24-HR BLK AVG,88101
2986,2013-11-03,23,24-HR BLK AVG,88101
2987,2013-11-03,23,24-HR BLK AVG,88101
2988,2013-11-03,23,24-HR BLK AVG,88101
2989,2013-11-03,23,24-HR BLK AVG,88101
2990,2013-11-03,23,24-HR BLK AVG,88101
2991,2013-11-04,19,24-HR BLK AVG,88101
2992,2013-11-04,19,24-HR BLK AVG,88101
2993,2013-11-04,19,24-HR BLK AVG,88101
2994,2013-11-04,19,24-HR BLK AVG,88101
2995,2013-11-04,19,24-HR BLK AVG,88101
2996,2013-11-04,19,24-HR BLK AVG,88101
2997,2013-11-05,38,24-HR BLK AVG,88101
2998,2013-11-05,38,24-HR BLK AVG,88101
2999,2013-11-05,38,24-HR BLK AVG,88101
3000,2013-11-05,38,24-HR BLK AVG,88101
3001,2013-11-05,38,24-HR BLK AVG,88101
3002,2013-11-05,38,24-HR BLK AVG,88101
3003,2013-11-06,45,24-HR BLK AVG,88101
3004,2013-11-06,45,24-HR BLK AVG,88101
3005,2013-11-06,45,24-HR BLK AVG,88101
3006,2013-11-06,45,24-HR BLK AVG,88101
3007,2013-11-06,45,24-HR BLK AVG,88101
3008,2013-11-06,45,24-HR BLK AVG,88101
3009,2013-11-07,33,24-HR BLK AVG,88101
3010,2013-11-07,33,24-HR BLK AVG,88101
3011,2013-11-07,33,24-HR BLK AVG,88101
3012,2013-11-07,33,24-HR BLK AVG,88101
3013,2013-11-07,33,24-HR BLK AVG,88101
3014,2013-11-07,33,24-HR BLK AVG,88101
3015,2013-11-08,21,24-HR BLK AVG,88101
3016,2013-11-08,21,24-HR BLK AVG,88101
3017,2013-11-08,21,24-HR BLK AVG,88101
3018,2013-11-08,21,24-HR BLK AVG,88101
3019,2013-11-08,21,24-HR BLK AVG,88101
3020,2013-11-08,21,24-HR BLK AVG,88101
3021,2013-11-09,37,24-HR BLK AVG,88101
3022,2013-11-09,37,24-HR BLK AVG,88101
3023,2013-11-09,37,24-HR BLK AVG,88101
3024,2013-11-09,37,24-HR BLK AVG,88101
3025,2013-11-09,37,24-HR BLK AVG,88101
3026,2013-11-09,37,24-HR BLK AVG,88101
3027,2013-11-10,30,24-HR BLK AVG,88101
3028,2013-11-10,30,24-HR BLK AVG,88101
3029,2013-11-10,30,24-HR BLK AVG,88101
3030,2013-11-10,30,24-HR BLK AVG,88101
3031,2013-11-10,30,24-HR BLK AVG,88101
3032,2013-11-10,30,24-HR BLK AVG,88101
3033,2013-11-11,27,24-HR BLK AVG,88101
3034,2013-11-11,27,24-HR BLK AVG,88101
3035,2013-11-11,27,24-HR BLK AVG,88101
3036,2013-11-11,27,24-HR BLK AVG,88101
3037,2013-11-11,27,24-HR BLK AVG,88101
3038,2013-11-11,27,24-HR BLK AVG,88101
3039,2013-11-12,33,24-HR BLK AVG,88101
3040,2013-11-12,33,24-HR BLK AVG,88101
3041,2013-11-12,33,24-HR BLK AVG,88101
3042,2013-11-12,33,24-HR BLK AVG,88101
3043,2013-11-12,33,24-HR BLK AVG,88101
3044,2013-11-12,33,24-HR BLK AVG,88101
3045,2013-11-13,25,24-HR BLK AVG,88101
3046,2013-11-13,25,24-HR BLK AVG,88101
3047,2013-11-13,25,24-HR BLK AVG,88101
3048,2013-11-13,25,24-HR BLK AVG,88101
3049,2013-11-13,25,24-HR BLK AVG,88101
3050,2013-11-13,25,24-HR BLK AVG,88101
3051,2013-11-14,23,24-HR BLK AVG,88101
3052,2013-11-14,23,24-HR BLK AVG,88101
3053,2013-11-14,23,24-HR BLK AVG,88101
3054,2013-11-14,23,24-HR BLK AVG,88101
3055,2013-11-14,23,24-HR BLK AVG,88101
3056,2013-11-14,23,24-HR BLK AVG,88101
3057,2013-11-15,32,24-HR BLK AVG,88101
3058,2013-11-15,32,24-HR BLK AVG,88101
3059,2013-11-15,32,24-HR BLK AVG,88101
3060,2013-11-15,32,24-HR BLK AVG,88101
3061,2013-11-15,32,24-HR BLK AVG,88101
3062,2013-11-15,32,24-HR BLK AVG,88101
3063,2013-11-16,40,24-HR BLK AVG,88101
3064,2013-11-16,40,24-HR BLK AVG,88101
3065,2013-11-16,40,24-HR BLK AVG,88101
3066,2013-11-16,40,24-HR BLK AVG,88101
3067,2013-11-16,40,24-HR BLK AVG,88101
3068,2013-11-16,40,24-HR BLK AVG,88101
3069,2013-11-17,23,24-HR BLK AVG,88101
3070,2013-11-17,23,24-HR BLK AVG,88101
3071,2013-11-17,23,24-HR BLK AVG,88101
3072,2013-11-17,23,24-HR BLK AVG,88101
3073,2013-11-17,23,24-HR BLK AVG,88101
3074,2013-11-17,23,24-HR BLK AVG,88101
3075,2013-11-18,32,24-HR BLK AVG,88101
3076,2013-11-18,32,24-HR BLK AVG,88101
3077,2013-11-18,32,24-HR BLK AVG,88101
3078,2013-11-18,32,24-HR BLK AVG,88101
3079,2013-11-18,32,24-HR BLK AVG,88101
3080,2013-11-18,32,24-HR BLK AVG,88101
3081,2013-11-19,27,24-HR BLK AVG,88101
3082,2013-11-19,27,24-HR BLK AVG,88101
3083,2013-11-19,27,24-HR BLK AVG,88101
3084,2013-11-19,27,24-HR BLK AVG,88101
3085,2013-11-19,27,24-HR BLK AVG,88101
3086,2013-11-19,27,24-HR BLK AVG,88101
3087,2013-11-20,31,24-HR BLK AVG,88101
3088,2013-11-20,31,24-HR BLK AVG,88101
3089,2013-11-20,31,24-HR BLK AVG,88101
3090,2013-11-20,31,24-HR BLK AVG,88101
3091,2013-11-20,31,24-HR BLK AVG,88101
3092,2013-11-20,31,24-HR BLK AVG,88101
3093,2013-11-21,32,24-HR BLK AVG,88101
3094,2013-11-21,32,24-HR BLK AVG,88101
3095,2013-11-21,32,24-HR BLK AVG,88101
3096,2013-11-21,32,24-HR BLK AVG,88101
3097,2013-11-21,32,24-HR BLK AVG,88101
3098,2013-11-21,32,24-HR BLK AVG,88101
3099,2013-11-22,51,24-HR BLK AVG,88101
3100,2013-11-22,51,24-HR BLK AVG,88101
3101,2013-11-22,51,24-HR BLK AVG,88101
3102,2013-11-22,51,24-HR BLK AVG,88101
3103,2013-11-22,51,24-HR BLK AVG,88101
3104,2013-11-22,51,24-HR BLK AVG,88101
3105,2013-11-23,48,24-HR BLK AVG,88101
3106,2013-11-23,48,24-HR BLK AVG,88101
3107,2013-11-23,48,24-HR BLK AVG,88101
3108,2013-11-23,48,24-HR BLK AVG,88101
3109,2013-11-23,48,24-HR BLK AVG,88101
3110,2013-11-23,48,24-HR BLK AVG,88101
3111,2013-11-24,27,24-HR BLK AVG,88101
3112,2013-11-24,27,24-HR BLK AVG,88101
3113,2013-11-24,27,24-HR BLK AVG,88101
3114,2013-11-24,27,24-HR BLK AVG,88101
3115,2013-11-24,27,24-HR BLK AVG,88101
3116,2013-11-24,27,24-HR BLK AVG,88101
3117,2013-11-25,16,24-HR BLK AVG,88101
3118,2013-11-25,16,24-HR BLK AVG,88101
3119,2013-11-25,16,24-HR BLK AVG,88101
3120,2013-11-25,16,24-HR BLK AVG,88101
3121,2013-11-25,16,24-HR BLK AVG,88101
3122,2013-11-25,16,24-HR BLK AVG,88101
3123,2013-11-26,29,24-HR BLK AVG,88101
3124,2013-11-26,29,24-HR BLK AVG,88101
3125,2013-11-26,29,24-HR BLK AVG,88101
3126,2013-11-26,29,24-HR BLK AVG,88101
3127,2013-11-26,29,24-HR BLK AVG,88101
3128,2013-11-26,29,24-HR BLK AVG,88101
3129,2013-11-27,25,24-HR BLK AVG,88101
3130,2013-11-27,25,24-HR BLK AVG,88101
3131,2013-11-27,25,24-HR BLK AVG,88101
3132,2013-11-27,25,24-HR BLK AVG,88101
3133,2013-11-27,25,24-HR BLK AVG,88101
3134,2013-11-27,25,24-HR BLK AVG,88101
3135,2013-11-28,34,24-HR BLK AVG,88101
3136,2013-11-28,34,24-HR BLK AVG,88101
3137,2013-11-28,34,24-HR BLK AVG,88101
3138,2013-11-28,34,24-HR BLK AVG,88101
3139,2013-11-28,34,24-HR BLK AVG,88101
3140,2013-11-28,34,24-HR BLK AVG,88101
3141,2013-11-29,34,24-HR BLK AVG,88101
3142,2013-11-29,34,24-HR BLK AVG,88101
3143,2013-11-29,34,24-HR BLK AVG,88101
3144,2013-11-29,34,24-HR BLK AVG,88101
3145,2013-11-29,34,24-HR BLK AVG,88101
3146,2013-11-29,34,24-HR BLK AVG,88101
3147,2013-11-30,35,24-HR BLK AVG,88101
3148,2013-11-30,35,24-HR BLK AVG,88101
3149,2013-11-30,35,24-HR BLK AVG,88101
3150,2013-11-30,35,24-HR BLK AVG,88101
3151,2013-11-30,35,24-HR BLK AVG,88101
3152,2013-11-30,35,24-HR BLK AVG,88101
3153,2013-12-01,42,24-HR BLK AVG,88101
3154,2013-12-01,42,24-HR BLK AVG,88101
3155,2013-12-01,42,24-HR BLK AVG,88101
3156,2013-12-01,42,24-HR BLK AVG,88101
3157,2013-12-01,42,24-HR BLK AVG,88101
3158,2013-12-01,42,24-HR BLK AVG,88101
3159,2013-12-02,38,24-HR BLK AVG,88101
3160,2013-12-02,38,24-HR BLK AVG,88101
3161,2013-12-02,38,24-HR BLK AVG,88101
3162,2013-12-02,38,24-HR BLK AVG,88101
3163,2013-12-02,38,24-HR BLK AVG,88101
3164,2013-12-02,38,24-HR BLK AVG,88101
3165,2013-12-03,23,24-HR BLK AVG,88101
3166,2013-12-03,23,24-HR BLK AVG,88101
3167,2013-12-03,23,24-HR BLK AVG,88101
3168,2013-12-03,23,24-HR BLK AVG,88101
3169,2013-12-03,23,24-HR BLK AVG,88101
3170,2013-12-03,23,24-HR BLK AVG,88101
3171,2013-12-04,18,24-HR BLK AVG,88101
3172,2013-12-04,18,24-HR BLK AVG,88101
3173,2013-12-04,18,24-HR BLK AVG,88101
3174,2013-12-04,18,24-HR BLK AVG,88101
3175,2013-12-04,18,24-HR BLK AVG,88101
3176,2013-12-04,18,24-HR BLK AVG,88101
3177,2013-12-05,25,24-HR BLK AVG,88101
3178,2013-12-05,25,24-HR BLK AVG,88101
3179,2013-12-05,25,24-HR BLK AVG,88101
3180,2013-12-05,25,24-HR BLK AVG,88101
3181,2013-12-05,25,24-HR BLK AVG,88101
3182,2013-12-05,25,24-HR BLK AVG,88101
3183,2013-12-06,35,24-HR BLK AVG,88101
3184,2013-12-06,35,24-HR BLK AVG,88101
3185,2013-12-06,35,24-HR BLK AVG,88101
3186,2013-12-06,35,24-HR BLK AVG,88101
3187,2013-12-06,35,24-HR BLK AVG,88101
3188,2013-12-06,35,24-HR BLK AVG,88101
3189,2013-12-07,47,24-HR BLK AVG,88101
3190,2013-12-07,47,24-HR BLK AVG,88101
3191,2013-12-07,47,24-HR BLK AVG,88101
3192,2013-12-07,47,24-HR BLK AVG,88101
3193,2013-12-07,47,24-HR BLK AVG,88101
3194,2013-12-07,47,24-HR BLK AVG,88101
3195,2013-12-08,50,24-HR BLK AVG,88101
3196,2013-12-08,50,24-HR BLK AVG,88101
3197,2013-12-08,50,24-HR BLK AVG,88101
3198,2013-12-08,50,24-HR BLK AVG,88101
3199,2013-12-08,50,24-HR BLK AVG,88101
3200,2013-12-08,50,24-HR BLK AVG,88101
3201,2013-12-09,28,24-HR BLK AVG,88101
3202,2013-12-09,28,24-HR BLK AVG,88101
3203,2013-12-09,28,24-HR BLK AVG,88101
3204,2013-12-09,28,24-HR BLK AVG,88101
3205,2013-12-09,28,24-HR BLK AVG,88101
3206,2013-12-09,28,24-HR BLK AVG,88101
3207,2013-12-10,17,24-HR BLK AVG,88101
3208,2013-12-10,17,24-HR BLK AVG,88101
3209,2013-12-10,17,24-HR BLK AVG,88101
3210,2013-12-10,17,24-HR BLK AVG,88101
3211,2013-12-10,17,24-HR BLK AVG,88101
3212,2013-12-10,17,24-HR BLK AVG,88101
3213,2013-12-13,42,24-HR BLK AVG,88101
3214,2013-12-13,42,24-HR BLK AVG,88101
3215,2013-12-13,42,24-HR BLK AVG,88101
3216,2013-12-13,42,24-HR BLK AVG,88101
3217,2013-12-13,42,24-HR BLK AVG,88101
3218,2013-12-13,42,24-HR BLK AVG,88101
3219,2013-12-14,41,24-HR BLK AVG,88101
3220,2013-12-14,41,24-HR BLK AVG,88101
3221,2013-12-14,41,24-HR BLK AVG,88101
3222,2013-12-14,41,24-HR BLK AVG,88101
3223,2013-12-14,41,24-HR BLK AVG,88101
3224,2013-12-14,41,24-HR BLK AVG,88101
3225,2013-12-15,51,24-HR BLK AVG,88101
3226,2013-12-15,51,24-HR BLK AVG,88101
3227,2013-12-15,51,24-HR BLK AVG,88101
3228,2013-12-15,51,24-HR BLK AVG,88101
3229,2013-12-15,51,24-HR BLK AVG,88101
3230,2013-12-15,51,24-HR BLK AVG,88101
3231,2013-12-16,12,24-HR BLK AVG,88101
3232,2013-12-16,12,24-HR BLK AVG,88101
3233,2013-12-16,12,24-HR BLK AVG,88101
3234,2013-12-16,12,24-HR BLK AVG,88101
3235,2013-12-16,12,24-HR BLK AVG,88101
3236,2013-12-16,12,24-HR BLK AVG,88101
3237,2013-12-17,9,24-HR BLK AVG,88101
3238,2013-12-17,9,24-HR BLK AVG,88101
3239,2013-12-17,9,24-HR BLK AVG,88101
3240,2013-12-17,9,24-HR BLK AVG,88101
3241,2013-12-17,9,24-HR BLK AVG,88101
3242,2013-12-17,9,24-HR BLK AVG,88101
3243,2013-12-18,29,24-HR BLK AVG,88101
3244,2013-12-18,29,24-HR BLK AVG,88101
3245,2013-12-18,29,24-HR BLK AVG,88101
3246,2013-12-18,29,24-HR BLK AVG,88101
3247,2013-12-18,29,24-HR BLK AVG,88101
3248,2013-12-18,29,24-HR BLK AVG,88101
3249,2013-12-19,27,24-HR BLK AVG,88101
3250,2013-12-19,27,24-HR BLK AVG,88101
3251,2013-12-19,27,24-HR BLK AVG,88101
3252,2013-12-19,27,24-HR BLK AVG,88101
3253,2013-12-19,27,24-HR BLK AVG,88101
3254,2013-12-19,27,24-HR BLK AVG,88101
3255,2013-12-20,40,24-HR BLK AVG,88101
3256,2013-12-20,40,24-HR BLK AVG,88101
3257,2013-12-20,40,24-HR BLK AVG,88101
3258,2013-12-20,40,24-HR BLK AVG,88101
3259,2013-12-20,40,24-HR BLK AVG,88101
3260,2013-12-20,40,24-HR BLK AVG,88101
3261,2013-12-21,43,24-HR BLK AVG,88101
3262,2013-12-21,43,24-HR BLK AVG,88101
3263,2013-12-21,43,24-HR BLK AVG,88101
3264,2013-12-21,43,24-HR BLK AVG,88101
3265,2013-12-21,43,24-HR BLK AVG,88101
3266,2013-12-21,43,24-HR BLK AVG,88101
3267,2013-12-22,57,24-HR BLK AVG,88101
3268,2013-12-22,57,24-HR BLK AVG,88101
3269,2013-12-22,57,24-HR BLK AVG,88101
3270,2013-12-22,57,24-HR BLK AVG,88101
3271,2013-12-22,57,24-HR BLK AVG,88101
3272,2013-12-22,57,24-HR BLK AVG,88101
3273,2013-12-23,58,24-HR BLK AVG,88101
3274,2013-12-23,58,24-HR BLK AVG,88101
3275,2013-12-23,58,24-HR BLK AVG,88101
3276,2013-12-23,58,24-HR BLK AVG,88101
3277,2013-12-23,58,24-HR BLK AVG,88101
3278,2013-12-23,58,24-HR BLK AVG,88101
3279,2013-12-24,21,24-HR BLK AVG,88101
3280,2013-12-24,21,24-HR BLK AVG,88101
3281,2013-12-24,21,24-HR BLK AVG,88101
3282,2013-12-24,21,24-HR BLK AVG,88101
3283,2013-12-24,21,24-HR BLK AVG,88101
3284,2013-12-24,21,24-HR BLK AVG,88101
3285,2013-12-25,16,24-HR BLK AVG,88101
3286,2013-12-25,16,24-HR BLK AVG,88101
3287,2013-12-25,16,24-HR BLK AVG,88101
3288,2013-12-25,16,24-HR BLK AVG,88101
3289,2013-12-25,16,24-HR BLK AVG,88101
3290,2013-12-25,16,24-HR BLK AVG,88101
3291,2013-12-26,20,24-HR BLK AVG,88101
3292,2013-12-26,20,24-HR BLK AVG,88101
3293,2013-12-26,20,24-HR BLK AVG,88101
3294,2013-12-26,20,24-HR BLK AVG,88101
3295,2013-12-26,20,24-HR BLK AVG,88101
3296,2013-12-26,20,24-HR BLK AVG,88101
3297,2013-12-27,10,24-HR BLK AVG,88101
3298,2013-12-27,10,24-HR BLK AVG,88101
3299,2013-12-27,10,24-HR BLK AVG,88101
3300,2013-12-27,10,24-HR BLK AVG,88101
3301,2013-12-27,10,24-HR BLK AVG,88101
3302,2013-12-27,10,24-HR BLK AVG,88101
3303,2013-12-28,28,24-HR BLK AVG,88101
3304,2013-12-28,28,24-HR BLK AVG,88101
3305,2013-12-28,28,24-HR BLK AVG,88101
3306,2013-12-28,28,24-HR BLK AVG,88101
3307,2013-12-28,28,24-HR BLK AVG,88101
3308,2013-12-28,28,24-HR BLK AVG,88101
3309,2013-12-29,20,24-HR BLK AVG,88101
3310,2013-12-29,20,24-HR BLK AVG,88101
3311,2013-12-29,20,24-HR BLK AVG,88101
3312,2013-12-29,20,24-HR BLK AVG,88101
3313,2013-12-29,20,24-HR BLK AVG,88101
3314,2013-12-29,20,24-HR BLK AVG,88101
3315,2013-12-30,34,24-HR BLK AVG,88101
3316,2013-12-30,34,24-HR BLK AVG,88101
3317,2013-12-30,34,24-HR BLK AVG,88101
3318,2013-12-30,34,24-HR BLK AVG,88101
3319,2013-12-30,34,24-HR BLK AVG,88101
3320,2013-12-30,34,24-HR BLK AVG,88101
3321,2013-12-31,33,24-HR BLK AVG,88101
3322,2013-12-31,33,24-HR BLK AVG,88101
3323,2013-12-31,33,24-HR BLK AVG,88101
3324,2013-12-31,33,24-HR BLK AVG,88101
3325,2013-12-31,33,24-HR BLK AVG,88101
3326,2013-12-31,33,24-HR BLK AVG,88101
3327,2014-01-01,7,24-HR BLK AVG,81102
3328,2014-01-02,7,24-HR BLK AVG,81102
3329,2014-01-03,7,24-HR BLK AVG,81102
3330,2014-01-04,5,24-HR BLK AVG,81102
3331,2014-01-05,9,24-HR BLK AVG,81102
3332,2014-01-06,4,24-HR BLK AVG,81102
3333,2014-01-07,5,24-HR BLK AVG,81102
3334,2014-01-08,5,24-HR BLK AVG,81102
3335,2014-01-09,6,24-HR BLK AVG,81102
3336,2014-01-10,6,24-HR BLK AVG,81102
3337,2014-01-11,5,24-HR BLK AVG,81102
3338,2014-01-12,6,24-HR BLK AVG,81102
3339,2014-01-13,6,24-HR BLK AVG,81102
3340,2014-01-14,6,24-HR BLK AVG,81102
3341,2014-01-15,5,24-HR BLK AVG,81102
3342,2014-01-16,9,24-HR BLK AVG,81102
3343,2014-01-17,7,24-HR BLK AVG,81102
3344,2014-01-18,5,24-HR BLK AVG,81102
3345,2014-01-19,5,24-HR BLK AVG,81102
